title,contentsid,type_value,type_label,address,roadaddress,postcode,phoneno,latitude,longitude,region1cd_value,region1cd_label,region2cd_value,region2cd_label,photoid,imgpath,thumbnailpath,introduction,alltags,tag,,,,,,,,,
보라네,CNTS_200000000009124,c4,음식점,제주특별자치도 제주시 추자면 영흥리 227-1,제주특별자치도 제주시 추자면 추자로 96,,064-744-4305,33.9567036,126.2969646,region3,섬 속의 섬,32,추차도,2019022560397,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/0bd33e29-89d2-404f-9b90-6760bbe5a539.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/20/47f7b879-3da4-4363-8783-c92dc9d54bec.JPG,추자도산 재료로 만드는 보라네정식,"추자정식,추자매운탕,추자음식점,추자식당,추자도,음식,매운탕,생선구이정식,닭볶음탕,찜닭,닭도리탕,갈비찜,삼계탕,백숙,식당,정식,생선구이,화장실,공용주차장,카드결제,현금결제","추자정식,추자매운탕,추자음식점,추자식당,추자도,음식,매운탕,생선구이정식,닭볶음탕,찜닭,닭도리탕,갈비찜,삼계탕,백숙,식당,정식,생선구이",,,,,,,,,
양과자회관,CNTS_200000000014706,c4,음식점,제주특별자치도 서귀포시 표선면 가시리 2517-1,제주특별자치도 서귀포시 표선면 녹산로 14,,0507-1341-2517,33.3828211,126.7313785,region2,서귀포시,26,표선,2019022616370,https://api.cdn.visitjeju.net/photomng/imgpath/202306/05/49e0e35d-33ad-4e08-8098-50a23a14742c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/05/6800be2b-f8b6-4b1c-929e-cbaf785314d3.jpg,다양한 맛의 구움과자를 파는 디저트샵,"서귀포, 표선, 카페, 스콘, 마들렌, 휘낭시에,마들렌, 휘낭시에","서귀포, 표선, 카페, 스콘, 마들렌, 휘낭시에",,,,,,,,,
바론,CNTS_200000000014900,c4,음식점,제주특별자치도 제주시 연동 280-60,제주특별자치도 제주시 신광로1길 14,,064-742-4885,33.4931178,126.4933114,region1,제주시,11,제주시내,2019022614811,https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/6171ae55-5af7-43f3-b84d-2b34d0224f94.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/25/49b5b833-1263-4a7f-ad48-6c538cce1504.jpg,다양한 종류의 빵과 음료가 있는 카페,"제주시내, 연동, 케이크, 딸기생크림케이크, 잼, 하귤에이드, 청귤주스, 크루아상, 스콘, 까눌레,딸기생크림케이크","제주시내, 연동, 케이크, 딸기생크림케이크, 잼, 하귤에이드, 청귤주스, 크루아상, 스콘, 까눌레",,,,,,,,,
달리책방,CNTS_000000000022740,c4,음식점,제주시 한림읍 옹포리 126,제주시 한림읍 월계로 18 1층,,0507-1416-6075,33.403286,126.25479,region1,제주시,13,한림,16345,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9cb72a94-d5a7-4bc4-aa43-31190fd83e55.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7ee68499-85cc-440d-a1df-d78eb6016bca.jpg,달리에 들어서면 한 벽면만한 커다란 책장이 있다. 그래서 마치 도서관에 들어간 것 같다.,"북카페,카페,음료,커피,스무디,음식,아메리카노,카푸치노,에스프레소,바닐라라떼,카페라떼,녹차라떼,돌체라떼,딸기라떼,콜드브루,주스,과일주스,연유라떼,라떼,차,얼그레이,녹차,매실차,밀크티,아이스티,에이드","북카페,카페,음료,커피,스무디,음식,아메리카노,카푸치노,에스프레소,바닐라라떼,카페라떼,녹차라떼,돌체라떼,딸기라떼,콜드브루,주스,과일주스,연유라떼,라떼,차,얼그레이,녹차,매실차,밀크티,아이스티,에이드",,,,,,,,,
더헤이븐,CNTS_200000000014823,c4,음식점,제주특별자치도 제주시 연동 262-26,제주특별자치도 제주시 제원4길 10-1,,064-900-3359,33.486641,126.4882865,region1,제주시,11,제주시내,2019022614268,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/3ac771d5-989a-45b1-804c-304b0f6cc4f9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/22/9c7c4b8b-7be7-467e-8054-d6e057282726.jpg,삭막한 도심 속 쉼터같은 카페,"제주시내, 연동, 카페, 바닐라빈라떼, 애플유자티, 흑임자크림라떼, 휘낭시에, 치즈케이크, 갸토쇼콜라,바닐라빈라떼, 흑임자크림라떼","제주시내, 연동, 카페, 바닐라빈라떼, 애플유자티, 흑임자크림라떼, 휘낭시에, 치즈케이크, 갸토쇼콜라",,,,,,,,,
바위소리,CNTS_000000000022453,c4,음식점,제주특별자치도 제주시 우도면 연평리 312-1,제주특별자치도 제주시 우도면 우도해안길 1112,,010-5381-8821,33.4976527,126.9690646,region3,섬 속의 섬,31,우도,14632,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3f0af41f-5531-48bb-a6d4-799f2a300f89.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/65cc5f2d-6d3d-43e8-994c-218018f3e5c2.jpg,소라모양 외관이 인상적인 우도땅콩아이스크림 전문점,"카페,아이스크림,땅콩,커피,음식,우도,빵,아메리카노","카페,아이스크림,땅콩,커피,음식,우도,빵,아메리카노,바닐라아이스크림,초코아이스크림,와플,젤라또",,,,,,,,,
이노우에스시,CNTS_000000000021494,c4,음식점,제주특별자치도 제주시 연동 1413-7,제주특별자치도 제주시 과원로 78-1,63142,064-712-6678,33.477154,126.49147,region1,제주시,11,제주시내,11417,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cbd6eb43-92bf-43aa-ae2c-fc338782c1ab.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d658574b-f717-41f3-9788-c66aea23ef70.jpg,하루가 13명의 손님에게만 초밥을 대접하는 이노우에스시,"일식,스시,초밥,오마카세,음식,회,장어덮밥,샐러드,사시미,튀김,크림새우,소바,술,사케,히레사케,공용주차장,화장실,아주 어려움","일식,스시,초밥,오마카세,음식,회,장어덮밥,샐러드,사시미,튀김,크림새우,소바,술,사케,히레사케",,,,,,,,,
한량2010,CNTS_000000000021054,c4,음식점,제주특별자치도 제주시 노형동 3803-1,제주특별자치도 제주시 노형4길 6 101호 한량,63209,064-745-8283,33.4820939,126.4750887,region1,제주시,11,제주시내,10498,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c5b2d6e4-27ce-49ae-a119-5a793c387270.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7f8a8c6-62fb-4dc1-9e88-45c69f442d62.jpg,주택가 속 숨어있는 커피 공장,"카페,음료,런던포그,음식,에스프레소,아메리카노,바닐라라떼,헤이즐넛라떼,카푸치노,카라멜마끼아또,에스프레소콘파냐,샤케라또,카페라떼,모카치노,카페모카,아포가토,라떼,핸드드립커피,드립커피,차,레몬티,유자차,레몬에이드,핫초코,아이스초코,쿠키,에이드,화장실,무료 WIFI,아주 어려움","카페,음료,런던포그,음식,에스프레소,아메리카노,바닐라라떼,헤이즐넛라떼,카푸치노,카라멜마끼아또,에스프레소콘파냐,샤케라또,카페라떼,모카치노,카페모카,아포가토,라떼,핸드드립커피,드립커피,차,레몬티,유자차,레몬에이드,핫초코,아이스초코,쿠키,에이드",,,,,,,,,
젤코바 베이커리 카페,CNTS_200000000014801,c4,음식점,제주특별자치도 제주시 애월읍 하귀2리 1927-3,제주특별자치도 제주시 애월읍 하소로 1,,064-713-7502,33.4797341,126.3999657,region1,제주시,12,애월,2019022614553,https://api.cdn.visitjeju.net/photomng/imgpath/202305/24/1b070230-6129-4e49-8f3e-390f72c89dfe.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/24/df8e5148-dddc-4ad4-b93c-352d66a823cf.jpg,갓 구운 소금빵과 이탈리아 원두의 풍미,"애월, 하귀, 베이커리, 소금빵, 피자빵, 마늘빵, 시나몬롤, 휘낭시에, 스콘, 브라우니, 커피,소금빵","애월, 하귀, 베이커리, 소금빵, 피자빵, 마늘빵, 시나몬롤, 휘낭시에, 스콘, 브라우니, 커피",,,,,,,,,
짜장면시키신분 마라점,CNTS_000000000021640,c4,음식점,제주특별자치도 서귀포시 대정읍 가파리 592,제주특별자치도 서귀포시 대정읍 마라로 48,63514,064-792-1434,33.1194634,126.2669391,region2,서귀포시,22,대정,11628,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/973632fb-8928-4873-bdbd-b74b39778541.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e9712b28-a852-44cb-84a6-6fbf09686e0a.jpg,이창명의 짜장면시키신분 마라점,"중식,자장면,짬뽕,음식,해물짬뽕,탕수육,해물짜장,짜장면,해산물모둠,군만두","중식,자장면,짬뽕,음식,해물짬뽕,탕수육,해물짜장,짜장면,해산물모둠,군만두",,,,,,,,,
탐라흑돼지,CNTS_000000000001128,c4,음식점,제주특별자치도 서귀포시 성산읍 성산리 218-14,제주특별자치도 서귀포시 성산읍 성산중앙로 60-1,63643,064-784-3678,33.464703,126.93501,region2,서귀포시,21,서귀포시내,532,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f1c75073-b78f-457d-8fd0-847c1b29daca.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/206a2141-1489-495b-a8c8-b92302bfe83e.jpg,성산일출봉 근처에서 맛보는 제주 흑돼지의 맛,"흑돼지,육회,냉면,옥돔구이,공용주차장,화장실,아주 어려움","흑돼지,육회,냉면,옥돔구이,음식,흑돼지구이,오겹살,갈비",,,,,,,,,
송당의아침,CNTS_300000000015792,c4,음식점,제주특별자치도 제주시 구좌읍 송당리 1373-1,제주특별자치도 제주시 구좌읍 중산간동로 2254,,0507-1359-1373,33.4715854,126.7835635,region1,제주시,16,구좌,2019022616298,https://api.cdn.visitjeju.net/photomng/imgpath/202306/05/98cd07ce-c261-4c2c-b172-584f5093994a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/05/a73257ec-df8a-4a89-834f-45a4953fe5d3.jpg,유기농 밀가루를 이용하는 건강한 빵집,"구좌읍, 송당리, 베이커리, 식빵, 모닝빵, 바게트, 커피번,단팥빵,제주말차단팥식빵, 제주우도땅콩식빵","구좌읍, 송당리, 베이커리, 식빵, 모닝빵, 바게트, 커피번,단팥빵",,,,,,,,,
브라보비치,CNTS_300000000015732,c4,음식점,제주특별자치도 서귀포시 성산읍 시흥리 10,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,,064-782-8448,33.4775018,126.9090288,region2,서귀포시,17,성산,2019022615883,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/b716a66d-460a-463e-9352-2465ea35a45f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/01/37ac78db-63f6-409a-ba08-5725d220c7ff.jpg,다양한 빵과 디저트가 있는 뷰맛집,"성산, 카페, 쿠키, 빵, 케이크, 브런치, 약과쿠키,약과쿠키, 소금빵","성산, 카페, 쿠키, 빵, 케이크, 브런치, 약과쿠키",,,,,,,,,
추자북경,CNTS_200000000009079,c4,음식점,제주특별자치도 제주시 추자면 신양리 673-1,제주특별자치도 제주시 추자면 신양서길 13-9,,010-2260-7616,33.9354341,126.3227638,region3,섬 속의 섬,32,추차도,2019022559944,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/8cb4ecc5-fc9b-458d-bbf0-776ddecbf8be.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/20/1886f4e7-f307-47f2-b051-0d3a76b78dc6.JPG,추자도에서 맛볼 수 있는 중국음식점,"추자음식점,추자중국음식,추자식당,추자도,음식,짜장면,짬뽕,탕수육,식당,중식,간짜장,볶음밥,짬뽕밥,무료 WIFI,공용주차장,화장실,카드결제,현금결제,중국어,짬뽕","추자음식점,추자중국음식,추자식당,추자도,음식,짜장면,짬뽕,탕수육,식당,중식,간짜장,볶음밥,짬뽕밥",,,,,,,,,
동북왕,CNTS_000000000021281,c4,음식점,제주특별자치도 제주시 연동 274-23,제주특별자치도 제주시 사장1길 43,63133,064-747-3999,33.48512,126.49115,region1,제주시,11,제주시내,10970,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c9cd34a8-a5c3-4ccf-b781-e66482e8be13.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4fc5f67a-77e7-4b0d-b0b3-44cc0b52fc5b.jpg,"전통 중국요리를 찾아서, 동북왕","양꼬치,중식,중국인셰프,음식,마파두부,마라탕,공용주차장","양꼬치,중식,중국인셰프,음식,마파두부,마라탕,꿔바로우,부추계란볶음,계란볶음밥,야채볶음밥,멘보샤,사천탕수육,탕수육,양갈비,오징어볶음,전골,건두부볶음,청경채볶음,계란토마토볶음,토마토계란탕,물만두,제육볶음",,,,,,,,,
미나리(제주시),CNTS_200000000009732,c4,음식점,제주특별자치도 제주시 연동 291-24,제주특별자치도 제주시 삼무로11길 34,,064-744-3625,33.4905415,126.4957637,region1,제주시,11,제주시내,2019022568880,https://api.cdn.visitjeju.net/photomng/imgpath/202001/29/badd45b5-0f18-47c4-8a4b-6f904ca6e13b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202001/29/e5e20a6b-feb5-4d52-b87c-0b5f6a683ca4.jpg,"신제주권에 위치, 제주의 신선한 돼지를 사용한 두루치기 맛집!","사계절, 두루치기, 돼지, 돼지고기, 신제주,두루치기,어린이 출입가능","사계절,두루치기,돼지,돼지고기,신제주,음식,돼지불백,식당,불백",,,,,,,,,
